Tag,VR,Keyword
"(0018,9219)",SS,TagAngleSecondAxis
"(0018,9220)",FD,FrameAcquisitionDuration
"(0018,9226)",SQ,MRImageFrameTypeSequence
"(0018,9227)",SQ,MRSpectroscopyFrameTypeSequence
"(0018,9231)",US,MRAcquisitionPhaseEncodingStepsInPlane
"(0018,9232)",US,MRAcquisitionPhaseEncodingStepsOutOfPlane
"(0018,9234)",UL,SpectroscopyAcquisitionPhaseColumns
"(0018,9236)",CS,CardiacCyclePosition
"(0018,9239)",SQ,SpecificAbsorptionRateSequence
"(0018,9240)",US,RFEchoTrainLength
"(0018,9241)",US,GradientEchoTrainLength
"(0018,9250)",CS,ArterialSpinLabelingContrast
"(0018,9251)",SQ,MRArterialSpinLabelingSequence
"(0018,9252)",LO,ASLTechniqueDescription
"(0018,9253)",US,ASLSlabNumber
"(0018,9254)",FD,ASLSlabThickness
"(0018,9255)",FD,ASLSlabOrientation
"(0018,9256)",FD,ASLMidSlabPosition
"(0018,9257)",CS,ASLContext
"(0018,9258)",UL,ASLPulseTrainDuration
"(0018,9259)",CS,ASLCrusherFlag
"(0018,925A)",FD,ASLCrusherFlowLimit
"(0018,925B)",LO,ASLCrusherDescription
"(0018,925C)",CS,ASLBolusCutoffFlag
"(0018,925D)",SQ,ASLBolusCutoffTimingSequence
"(0018,925E)",LO,ASLBolusCutoffTechnique
"(0018,925F)",UL,ASLBolusCutoffDelayTime
"(0018,9260)",SQ,ASLSlabSequence
"(0018,9295)",FD,ChemicalShiftMinimumIntegrationLimitInppm
"(0018,9296)",FD,ChemicalShiftMaximumIntegrationLimitInppm
"(0018,9297)",CS,WaterReferenceAcquisition
"(0018,9298)",IS,EchoPeakPosition
"(0018,9301)",SQ,CTAcquisitionTypeSequence
"(0018,9302)",CS,AcquisitionType
"(0018,9303)",FD,TubeAngle
"(0018,9304)",SQ,CTAcquisitionDetailsSequence
"(0018,9305)",FD,RevolutionTime
"(0018,9306)",FD,SingleCollimationWidth
"(0018,9307)",FD,TotalCollimationWidth
"(0018,9308)",SQ,CTTableDynamicsSequence
"(0018,9309)",FD,TableSpeed
"(0018,9310)",FD,TableFeedPerRotation
"(0018,9311)",FD,SpiralPitchFactor
"(0018,9312)",SQ,CTGeometrySequence
"(0018,9313)",FD,DataCollectionCenterPatient
"(0018,9314)",SQ,CTReconstructionSequence
"(0018,9315)",CS,ReconstructionAlgorithm
"(0018,9316)",CS,ConvolutionKernelGroup
"(0018,9317)",FD,ReconstructionFieldOfView
"(0018,9318)",FD,ReconstructionTargetCenterPatient
"(0018,9319)",FD,ReconstructionAngle
"(0018,9320)",SH,ImageFilter
"(0018,9321)",SQ,CTExposureSequence
"(0018,9322)",FD,ReconstructionPixelSpacing
"(0018,9323)",CS,ExposureModulationType
"(0018,9324)",FD,EstimatedDoseSaving
"(0018,9325)",SQ,CTXRayDetailsSequence
"(0018,9326)",SQ,CTPositionSequence
"(0018,9327)",FD,TablePosition
"(0018,9328)",FD,ExposureTimeInms
"(0018,9329)",SQ,CTImageFrameTypeSequence
"(0018,9330)",FD,XRayTubeCurrentInmA
"(0018,9332)",FD,ExposureInmAs
"(0018,9333)",CS,ConstantVolumeFlag
"(0018,9334)",CS,FluoroscopyFlag
"(0018,9335)",FD,DistanceSourceToDataCollectionCenter
"(0018,9337)",US,ContrastBolusAgentNumber
"(0018,9338)",SQ,ContrastBolusIngredientCodeSequence
"(0018,9340)",SQ,ContrastAdministrationProfileSequence
"(0018,9341)",SQ,ContrastBolusUsageSequence
"(0018,9342)",CS,ContrastBolusAgentAdministered
"(0018,9343)",CS,ContrastBolusAgentDetected
"(0018,9344)",CS,ContrastBolusAgentPhase
"(0018,9345)",FD,CTDIvol
"(0018,9346)",SQ,CTDIPhantomTypeCodeSequence
"(0018,9351)",FL,CalciumScoringMassFactorPatient
"(0018,9352)",FL,CalciumScoringMassFactorDevice
"(0018,9353)",FL,EnergyWeightingFactor
"(0018,9360)",SQ,CTAdditionalXRaySourceSequence
"(0018,9361)",CS,MultienergyCTAcquisition
"(0018,9362)",SQ,MultienergyCTAcquisitionSequence
"(0018,9363)",SQ,MultienergyCTProcessingSequence
"(0018,9364)",SQ,MultienergyCTCharacteristicsSequence
"(0018,9365)",SQ,MultienergyCTXRaySourceSequence
"(0018,9366)",US,XRaySourceIndex
"(0018,9367)",UC,XRaySourceID
"(0018,9368)",CS,MultienergySourceTechnique
"(0018,9369)",DT,SourceStartDateTime
"(0018,936A)",DT,SourceEndDateTime
"(0018,936B)",US,SwitchingPhaseNumber
"(0018,936C)",DS,SwitchingPhaseNominalDuration
"(0018,936D)",DS,SwitchingPhaseTransitionDuration
"(0018,936E)",DS,EffectiveBinEnergy
"(0018,936F)",SQ,MultienergyCTXRayDetectorSequence
"(0018,9370)",US,XRayDetectorIndex
"(0018,9371)",UC,XRayDetectorID
"(0018,9372)",CS,MultienergyDetectorType
"(0018,9373)",ST,XRayDetectorLabel
"(0018,9374)",DS,NominalMaxEnergy
"(0018,9375)",DS,NominalMinEnergy
"(0018,9376)",US,ReferencedXRayDetectorIndex
"(0018,9377)",US,ReferencedXRaySourceIndex
"(0018,9378)",US,ReferencedPathIndex
"(0018,9379)",SQ,MultienergyCTPathSequence
"(0018,937A)",US,MultienergyCTPathIndex
"(0018,937B)",UT,MultienergyAcquisitionDescription
"(0018,937C)",FD,MonoenergeticEnergyEquivalent
"(0018,937D)",SQ,MaterialCodeSequence
"(0018,937E)",CS,DecompositionMethod
"(0018,937F)",UT,DecompositionDescription
"(0018,9380)",SQ,DecompositionAlgorithmIdentificationSequence
"(0018,9381)",SQ,DecompositionMaterialSequence
"(0018,9382)",SQ,MaterialAttenuationSequence
"(0018,9383)",DS,PhotonEnergy
"(0018,9384)",DS,XRayMassAttenuationCoefficient
"(0018,9401)",SQ,ProjectionPixelCalibrationSequence
"(0018,9402)",FL,DistanceSourceToIsocenter
"(0018,9403)",FL,DistanceObjectToTableTop
"(0018,9404)",FL,ObjectPixelSpacingInCenterOfBeam
"(0018,9405)",SQ,PositionerPositionSequence
"(0018,9406)",SQ,TablePositionSequence
"(0018,9407)",SQ,CollimatorShapeSequence
"(0018,9410)",CS,PlanesInAcquisition
"(0018,9412)",SQ,XAXRFFrameCharacteristicsSequence
"(0018,9417)",SQ,FrameAcquisitionSequence
"(0018,9420)",CS,XRayReceptorType
"(0018,9423)",LO,AcquisitionProtocolName
"(0018,9424)",LT,AcquisitionProtocolDescription
"(0018,9425)",CS,ContrastBolusIngredientOpaque
"(0018,9426)",FL,DistanceReceptorPlaneToDetectorHousing
"(0018,9427)",CS,IntensifierActiveShape
"(0018,9428)",FL,IntensifierActiveDimensions
"(0018,9429)",FL,PhysicalDetectorSize
"(0018,9430)",FL,PositionOfIsocenterProjection
"(0018,9432)",SQ,FieldOfViewSequence
"(0018,9433)",LO,FieldOfViewDescription
"(0018,9434)",SQ,ExposureControlSensingRegionsSequence
"(0018,9435)",CS,ExposureControlSensingRegionShape
"(0018,9436)",SS,ExposureControlSensingRegionLeftVerticalEdge
"(0018,9437)",SS,ExposureControlSensingRegionRightVerticalEdge
"(0018,9438)",SS,ExposureControlSensingRegionUpperHorizontalEdge
"(0018,9439)",SS,ExposureControlSensingRegionLowerHorizontalEdge
"(0018,9440)",SS,CenterOfCircularExposureControlSensingRegion
"(0018,9441)",US,RadiusOfCircularExposureControlSensingRegion
"(0018,9442)",SS,VerticesOfThePolygonalExposureControlSensingRegion
"(0018,9445)",OB,
"(0018,9447)",FL,ColumnAngulationPatient
"(0018,9449)",FL,BeamAngle
"(0018,9451)",SQ,FrameDetectorParametersSequence
"(0018,9452)",FL,CalculatedAnatomyThickness
"(0018,9455)",SQ,CalibrationSequence
"(0018,9456)",SQ,ObjectThicknessSequence
"(0018,9457)",CS,PlaneIdentification
"(0018,9461)",FL,FieldOfViewDimensionsInFloat
"(0018,9462)",SQ,IsocenterReferenceSystemSequence
"(0018,9463)",FL,PositionerIsocenterPrimaryAngle
"(0018,9464)",FL,PositionerIsocenterSecondaryAngle
"(0018,9465)",FL,PositionerIsocenterDetectorRotationAngle
"(0018,9466)",FL,TableXPositionToIsocenter
"(0018,9467)",FL,TableYPositionToIsocenter
"(0018,9468)",FL,TableZPositionToIsocenter
"(0018,9469)",FL,TableHorizontalRotationAngle
"(0018,9470)",FL,TableHeadTiltAngle
"(0018,9471)",FL,TableCradleTiltAngle
"(0018,9472)",SQ,FrameDisplayShutterSequence
"(0018,9473)",FL,AcquiredImageAreaDoseProduct
"(0018,9474)",CS,CArmPositionerTabletopRelationship
"(0018,9476)",SQ,XRayGeometrySequence
"(0018,9477)",SQ,IrradiationEventIdentificationSequence
"(0018,9504)",SQ,XRay3DFrameTypeSequence
"(0018,9506)",SQ,ContributingSourcesSequence
"(0018,9507)",SQ,XRay3DAcquisitionSequence
"(0018,9508)",FL,PrimaryPositionerScanArc
"(0018,9509)",FL,SecondaryPositionerScanArc
"(0018,9510)",FL,PrimaryPositionerScanStartAngle
"(0018,9511)",FL,SecondaryPositionerScanStartAngle
"(0018,9514)",FL,PrimaryPositionerIncrement
"(0018,9515)",FL,SecondaryPositionerIncrement
"(0018,9516)",DT,StartAcquisitionDateTime
"(0018,9517)",DT,EndAcquisitionDateTime
"(0018,9518)",SS,PrimaryPositionerIncrementSign
"(0018,9519)",SS,SecondaryPositionerIncrementSign
"(0018,9524)",LO,ApplicationName
"(0018,9525)",LO,ApplicationVersion
"(0018,9526)",LO,ApplicationManufacturer
"(0018,9527)",CS,AlgorithmType
"(0018,9528)",LO,AlgorithmDescription
"(0018,9530)",SQ,XRay3DReconstructionSequence
"(0018,9531)",LO,ReconstructionDescription
"(0018,9538)",SQ,PerProjectionAcquisitionSequence
"(0018,9541)",SQ,DetectorPositionSequence
"(0018,9542)",SQ,XRayAcquisitionDoseSequence
"(0018,9543)",FD,XRaySourceIsocenterPrimaryAngle
"(0018,9544)",FD,XRaySourceIsocenterSecondaryAngle
"(0018,9545)",FD,BreastSupportIsocenterPrimaryAngle
"(0018,9546)",FD,BreastSupportIsocenterSecondaryAngle
"(0018,9547)",FD,BreastSupportXPositionToIsocenter
"(0018,9548)",FD,BreastSupportYPositionToIsocenter
"(0018,9549)",FD,BreastSupportZPositionToIsocenter
"(0018,9550)",FD,DetectorIsocenterPrimaryAngle
"(0018,9551)",FD,DetectorIsocenterSecondaryAngle
"(0018,9552)",FD,DetectorXPositionToIsocenter
"(0018,9553)",FD,DetectorYPositionToIsocenter
"(0018,9554)",FD,DetectorZPositionToIsocenter
"(0018,9555)",SQ,XRayGridSequence
"(0018,9556)",SQ,XRayFilterSequence
"(0018,9557)",FD,DetectorActiveAreaTLHCPosition
"(0018,9558)",FD,DetectorActiveAreaOrientation
"(0018,9559)",CS,PositionerPrimaryAngleDirection
"(0018,9601)",SQ,DiffusionBMatrixSequence
"(0018,9602)",FD,DiffusionBValueXX
"(0018,9603)",FD,DiffusionBValueXY
"(0018,9604)",FD,DiffusionBValueXZ
"(0018,9605)",FD,DiffusionBValueYY
"(0018,9606)",FD,DiffusionBValueYZ
"(0018,9607)",FD,DiffusionBValueZZ
"(0018,9621)",SQ,FunctionalMRSequence
"(0018,9622)",CS,FunctionalSettlingPhaseFramesPresent
"(0018,9623)",DT,FunctionalSyncPulse
"(0018,9624)",CS,SettlingPhaseFrame
"(0018,9701)",DT,DecayCorrectionDateTime
"(0018,9715)",FD,StartDensityThreshold
"(0018,9716)",FD,StartRelativeDensityDifferenceThreshold
"(0018,9717)",FD,StartCardiacTriggerCountThreshold
"(0018,9718)",FD,StartRespiratoryTriggerCountThreshold
"(0018,9719)",FD,TerminationCountsThreshold
"(0018,9720)",FD,TerminationDensityThreshold
"(0018,9721)",FD,TerminationRelativeDensityThreshold
"(0018,9722)",FD,TerminationTimeThreshold
"(0018,9723)",FD,TerminationCardiacTriggerCountThreshold
"(0018,9724)",FD,TerminationRespiratoryTriggerCountThreshold
"(0018,9725)",CS,DetectorGeometry
"(0018,9726)",FD,TransverseDetectorSeparation
"(0018,9727)",FD,AxialDetectorDimension
"(0018,9729)",US,RadiopharmaceuticalAgentNumber
"(0018,9732)",SQ,PETFrameAcquisitionSequence
"(0018,9733)",SQ,PETDetectorMotionDetailsSequence
"(0018,9734)",SQ,PETTableDynamicsSequence
"(0018,9735)",SQ,PETPositionSequence
"(0018,9736)",SQ,PETFrameCorrectionFactorsSequence
"(0018,9737)",SQ,RadiopharmaceuticalUsageSequence
"(0018,9738)",CS,AttenuationCorrectionSource
"(0018,9739)",US,NumberOfIterations
"(0018,9740)",US,NumberOfSubsets
"(0018,9749)",SQ,PETReconstructionSequence
"(0018,9751)",SQ,PETFrameTypeSequence
"(0018,9755)",CS,TimeOfFlightInformationUsed
"(0018,9756)",CS,ReconstructionType
"(0018,9758)",CS,DecayCorrected
"(0018,9759)",CS,AttenuationCorrected
"(0018,9760)",CS,ScatterCorrected
"(0018,9761)",CS,DeadTimeCorrected
"(0018,9762)",CS,GantryMotionCorrected
"(0018,9763)",CS,PatientMotionCorrected
"(0018,9764)",CS,CountLossNormalizationCorrected
"(0018,9765)",CS,RandomsCorrected
"(0018,9766)",CS,NonUniformRadialSamplingCorrected
"(0018,9767)",CS,SensitivityCalibrated
"(0018,9768)",CS,DetectorNormalizationCorrection
"(0018,9769)",CS,IterativeReconstructionMethod
"(0018,9770)",CS,AttenuationCorrectionTemporalRelationship
"(0018,9771)",SQ,PatientPhysiologicalStateSequence
"(0018,9772)",SQ,PatientPhysiologicalStateCodeSequence
"(0018,9801)",FD,DepthsOfFocus
"(0018,9803)",SQ,ExcludedIntervalsSequence
"(0018,9804)",DT,ExclusionStartDateTime
"(0018,9805)",FD,ExclusionDuration
"(0018,9806)",SQ,USImageDescriptionSequence
"(0018,9807)",SQ,ImageDataTypeSequence
"(0018,9808)",CS,DataType
"(0018,9809)",SQ,TransducerScanPatternCodeSequence
"(0018,980B)",CS,AliasedDataType
"(0018,980C)",CS,PositionMeasuringDeviceUsed
"(0018,980D)",SQ,TransducerGeometryCodeSequence
"(0018,980E)",SQ,TransducerBeamSteeringCodeSequence
"(0018,980F)",SQ,TransducerApplicationCodeSequence
"(0018,9810)",US or SS,ZeroVelocityPixelValue
"(0018,9900)",LO,ReferenceLocationLabel
"(0018,9901)",UT,ReferenceLocationDescription
"(0018,9902)",SQ,ReferenceBasisCodeSequence
"(0018,9903)",SQ,ReferenceGeometryCodeSequence
"(0018,9904)",DS,OffsetDistance
"(0018,9905)",CS,OffsetDirection
"(0018,9906)",SQ,PotentialScheduledProtocolCodeSequence
"(0018,9907)",SQ,PotentialRequestedProcedureCodeSequence
"(0018,9908)",UC,PotentialReasonsForProcedure
"(0018,9909)",SQ,PotentialReasonsForProcedureCodeSequence
"(0018,990A)",UC,PotentialDiagnosticTasks
"(0018,990B)",SQ,ContraindicationsCodeSequence
"(0018,990C)",SQ,ReferencedDefinedProtocolSequence
"(0018,990D)",SQ,ReferencedPerformedProtocolSequence
"(0018,990E)",SQ,PredecessorProtocolSequence
"(0018,990F)",UT,ProtocolPlanningInformation
"(0018,9910)",UT,ProtocolDesignRationale
"(0018,9911)",SQ,PatientSpecificationSequence
"(0018,9912)",SQ,ModelSpecificationSequence
"(0018,9913)",SQ,ParametersSpecificationSequence
"(0018,9914)",SQ,InstructionSequence
"(0018,9915)",US,InstructionIndex
"(0018,9916)",LO,InstructionText
"(0018,9917)",UT,InstructionDescription
"(0018,9918)",CS,InstructionPerformedFlag
"(0018,9919)",DT,InstructionPerformedDateTime
"(0018,991A)",UT,InstructionPerformanceComment
"(0018,991B)",SQ,PatientPositioningInstructionSequence
"(0018,991C)",SQ,PositioningMethodCodeSequence
"(0018,991D)",SQ,PositioningLandmarkSequence
"(0018,991E)",UI,TargetFrameOfReferenceUID
"(0018,991F)",SQ,AcquisitionProtocolElementSpecificationSequence
"(0018,9920)",SQ,AcquisitionProtocolElementSequence
"(0018,9921)",US,ProtocolElementNumber
"(0018,9922)",LO,ProtocolElementName
"(0018,9923)",UT,ProtocolElementCharacteristicsSummary
"(0018,9924)",UT,ProtocolElementPurpose
"(0018,9930)",CS,AcquisitionMotion
"(0018,9931)",SQ,AcquisitionStartLocationSequence
"(0018,9932)",SQ,AcquisitionEndLocationSequence
"(0018,9933)",SQ,ReconstructionProtocolElementSpecificationSequence
"(0018,9934)",SQ,ReconstructionProtocolElementSequence
"(0018,9935)",SQ,StorageProtocolElementSpecificationSequence
"(0018,9936)",SQ,StorageProtocolElementSequence
"(0018,9937)",LO,RequestedSeriesDescription
"(0018,9938)",US,SourceAcquisitionProtocolElementNumber
"(0018,9939)",US,SourceAcquisitionBeamNumber
"(0018,993A)",US,SourceReconstructionProtocolElementNumber
"(0018,993B)",SQ,ReconstructionStartLocationSequence
"(0018,993C)",SQ,ReconstructionEndLocationSequence
"(0018,993D)",SQ,ReconstructionAlgorithmSequence
"(0018,993E)",SQ,ReconstructionTargetCenterLocationSequence
"(0018,9941)",UT,ImageFilterDescription
"(0018,9942)",FD,CTDIvolNotificationTrigger
"(0018,9943)",FD,DLPNotificationTrigger
"(0018,9944)",CS,AutoKVPSelectionType
"(0018,9945)",FD,AutoKVPUpperBound
"(0018,9946)",FD,AutoKVPLowerBound
"(0018,9947)",CS,ProtocolDefinedPatientPosition
"(0018,A001)",SQ,ContributingEquipmentSequence
"(0018,A002)",DT,ContributionDateTime
"(0018,A003)",ST,ContributionDescription
"(0020,000D)",UI,StudyInstanceUID
"(0020,000E)",UI,SeriesInstanceUID
"(0020,0010)",SH,StudyID
"(0020,0011)",IS,SeriesNumber
"(0020,0012)",IS,AcquisitionNumber
"(0020,0013)",IS,InstanceNumber
"(0020,0014)",IS,IsotopeNumber
"(0020,0015)",IS,PhaseNumber
"(0020,0016)",IS,IntervalNumber
"(0020,0017)",IS,TimeSlotNumber
"(0020,0018)",IS,AngleNumber
"(0020,0019)",IS,ItemNumber
"(0020,0020)",CS,PatientOrientation
"(0020,0022)",IS,OverlayNumber
"(0020,0024)",IS,CurveNumber
"(0020,0026)",IS,LUTNumber
"(0020,0030)",DS,ImagePosition
"(0020,0032)",DS,ImagePositionPatient
"(0020,0035)",DS,ImageOrientation
"(0020,0037)",DS,ImageOrientationPatient
"(0020,0050)",DS,Location
"(0020,0052)",UI,FrameOfReferenceUID
"(0020,0060)",CS,Laterality
"(0020,0062)",CS,ImageLaterality
"(0020,0070)",LO,ImageGeometryType
"(0020,0080)",CS,MaskingImage
"(0020,00AA)",IS,ReportNumber
"(0020,0100)",IS,TemporalPositionIdentifier
"(0020,0105)",IS,NumberOfTemporalPositions
"(0020,0110)",DS,TemporalResolution
"(0020,0200)",UI,SynchronizationFrameOfReferenceUID
"(0020,0242)",UI,SOPInstanceUIDOfConcatenationSource
"(0020,1000)",IS,SeriesInStudy
"(0020,1001)",IS,AcquisitionsInSeries
"(0020,1002)",IS,ImagesInAcquisition
"(0020,1003)",IS,ImagesInSeries
"(0020,1004)",IS,AcquisitionsInStudy
"(0020,1005)",IS,ImagesInStudy
"(0020,1020)",LO,Reference
"(0020,103F)",LO,TargetPositionReferenceIndicator
"(0020,1040)",LO,PositionReferenceIndicator
"(0020,1041)",DS,SliceLocation
"(0020,1070)",IS,OtherStudyNumbers
"(0020,1200)",IS,NumberOfPatientRelatedStudies
"(0020,1202)",IS,NumberOfPatientRelatedSeries
"(0020,1204)",IS,NumberOfPatientRelatedInstances
"(0020,1206)",IS,NumberOfStudyRelatedSeries
"(0020,1208)",IS,NumberOfStudyRelatedInstances
"(0020,1209)",IS,NumberOfSeriesRelatedInstances
"(0020,3401)",CS,ModifyingDeviceID
"(0020,3402)",CS,ModifiedImageID
"(0020,3403)",DA,ModifiedImageDate
"(0020,3404)",LO,ModifyingDeviceManufacturer
"(0020,3405)",TM,ModifiedImageTime
"(0020,3406)",LO,ModifiedImageDescription
"(0020,4000)",LT,ImageComments
"(0020,5000)",AT,OriginalImageIdentification
"(0020,5002)",LO,OriginalImageIdentificationNomenclature
"(0020,9056)",SH,StackID
"(0020,9057)",UL,InStackPositionNumber
"(0020,9071)",SQ,FrameAnatomySequence
"(0020,9072)",CS,FrameLaterality
"(0020,9111)",SQ,FrameContentSequence
"(0020,9113)",SQ,PlanePositionSequence
"(0020,9116)",SQ,PlaneOrientationSequence
"(0020,9128)",UL,TemporalPositionIndex
"(0020,9153)",FD,NominalCardiacTriggerDelayTime
"(0020,9154)",FL,NominalCardiacTriggerTimePriorToRPeak
"(0020,9155)",FL,ActualCardiacTriggerTimePriorToRPeak
"(0020,9156)",US,FrameAcquisitionNumber
"(0020,9157)",UL,DimensionIndexValues
"(0020,9158)",LT,FrameComments
"(0020,9161)",UI,ConcatenationUID
"(0020,9162)",US,InConcatenationNumber
"(0020,9163)",US,InConcatenationTotalNumber
"(0020,9164)",UI,DimensionOrganizationUID
"(0020,9165)",AT,DimensionIndexPointer
"(0020,9167)",AT,FunctionalGroupPointer
"(0020,9170)",SQ,UnassignedSharedConvertedAttributesSequence
"(0020,9171)",SQ,UnassignedPerFrameConvertedAttributesSequence
"(0020,9172)",SQ,ConversionSourceAttributesSequence
"(0020,9213)",LO,DimensionIndexPrivateCreator
"(0020,9221)",SQ,DimensionOrganizationSequence
"(0020,9222)",SQ,DimensionIndexSequence
"(0020,9228)",UL,ConcatenationFrameOffsetNumber
"(0020,9238)",LO,FunctionalGroupPrivateCreator
"(0020,9241)",FL,NominalPercentageOfCardiacPhase
"(0020,9245)",FL,NominalPercentageOfRespiratoryPhase
"(0020,9246)",FL,StartingRespiratoryAmplitude
"(0020,9247)",CS,StartingRespiratoryPhase
"(0020,9248)",FL,EndingRespiratoryAmplitude
"(0020,9249)",CS,EndingRespiratoryPhase
"(0020,9250)",CS,RespiratoryTriggerType
"(0020,9251)",FD,RRIntervalTimeNominal
"(0020,9252)",FD,ActualCardiacTriggerDelayTime
"(0020,9253)",SQ,RespiratorySynchronizationSequence
"(0020,9254)",FD,RespiratoryIntervalTime
"(0020,9255)",FD,NominalRespiratoryTriggerDelayTime
"(0020,9256)",FD,RespiratoryTriggerDelayThreshold
"(0020,9257)",FD,ActualRespiratoryTriggerDelayTime
"(0020,9301)",FD,ImagePositionVolume
"(0020,9302)",FD,ImageOrientationVolume
"(0020,9307)",CS,UltrasoundAcquisitionGeometry
"(0020,9308)",FD,ApexPosition
"(0020,9309)",FD,VolumeToTransducerMappingMatrix
"(0020,930A)",FD,VolumeToTableMappingMatrix
"(0020,930B)",CS,VolumeToTransducerRelationship
"(0020,930C)",CS,PatientFrameOfReferenceSource
"(0020,930D)",FD,TemporalPositionTimeOffset
"(0020,930E)",SQ,PlanePositionVolumeSequence
"(0020,930F)",SQ,PlaneOrientationVolumeSequence
"(0020,9310)",SQ,TemporalPositionSequence
"(0020,9311)",CS,DimensionOrganizationType
"(0020,9312)",UI,VolumeFrameOfReferenceUID
"(0020,9313)",UI,TableFrameOfReferenceUID
"(0020,9421)",LO,DimensionDescriptionLabel
"(0020,9450)",SQ,PatientOrientationInFrameSequence
"(0020,9453)",LO,FrameLabel
"(0020,9518)",US,AcquisitionIndex
"(0020,9529)",SQ,ContributingSOPInstancesReferenceSequence
"(0020,9536)",US,ReconstructionIndex
"(0022,0001)",US,LightPathFilterPassThroughWavelength
"(0022,0002)",US,LightPathFilterPassBand
"(0022,0003)",US,ImagePathFilterPassThroughWavelength
"(0022,0004)",US,ImagePathFilterPassBand
"(0022,0005)",CS,PatientEyeMovementCommanded
"(0022,0006)",SQ,PatientEyeMovementCommandCodeSequence
"(0022,0007)",FL,SphericalLensPower
"(0022,0008)",FL,CylinderLensPower
"(0022,0009)",FL,CylinderAxis
"(0022,000A)",FL,EmmetropicMagnification
"(0022,000B)",FL,IntraOcularPressure
"(0022,000C)",FL,HorizontalFieldOfView
"(0022,000D)",CS,PupilDilated
"(0022,000E)",FL,DegreeOfDilation
"(0022,0010)",FL,StereoBaselineAngle
"(0022,0011)",FL,StereoBaselineDisplacement
"(0022,0012)",FL,StereoHorizontalPixelOffset
"(0022,0013)",FL,StereoVerticalPixelOffset
"(0022,0014)",FL,StereoRotation
"(0022,0015)",SQ,AcquisitionDeviceTypeCodeSequence
"(0022,0016)",SQ,IlluminationTypeCodeSequence
"(0022,0017)",SQ,LightPathFilterTypeStackCodeSequence
"(0022,0018)",SQ,ImagePathFilterTypeStackCodeSequence
"(0022,0019)",SQ,LensesCodeSequence
"(0022,001A)",SQ,ChannelDescriptionCodeSequence
"(0022,001B)",SQ,RefractiveStateSequence
"(0022,001C)",SQ,MydriaticAgentCodeSequence
"(0022,001D)",SQ,RelativeImagePositionCodeSequence
"(0022,001E)",FL,CameraAngleOfView
"(0022,0020)",SQ,StereoPairsSequence
"(0022,0021)",SQ,LeftImageSequence
"(0022,0022)",SQ,RightImageSequence
"(0022,0028)",CS,StereoPairsPresent
"(0022,0030)",FL,AxialLengthOfTheEye
"(0022,0031)",SQ,OphthalmicFrameLocationSequence
"(0022,0032)",FL,ReferenceCoordinates
"(0022,0035)",FL,DepthSpatialResolution
"(0022,0036)",FL,MaximumDepthDistortion
"(0022,0037)",FL,AlongScanSpatialResolution
"(0022,0038)",FL,MaximumAlongScanDistortion
"(0022,0039)",CS,OphthalmicImageOrientation
"(0022,0041)",FL,DepthOfTransverseImage
"(0022,0042)",SQ,MydriaticAgentConcentrationUnitsSequence
"(0022,0048)",FL,AcrossScanSpatialResolution
"(0022,0049)",FL,MaximumAcrossScanDistortion
"(0022,004E)",DS,MydriaticAgentConcentration
"(0022,0055)",FL,IlluminationWaveLength
"(0022,0056)",FL,IlluminationPower
"(0022,0057)",FL,IlluminationBandwidth
"(0022,0058)",SQ,MydriaticAgentSequence
"(0022,1007)",SQ,OphthalmicAxialMeasurementsRightEyeSequence
"(0022,1008)",SQ,OphthalmicAxialMeasurementsLeftEyeSequence
"(0022,1009)",CS,OphthalmicAxialMeasurementsDeviceType
"(0022,1010)",CS,OphthalmicAxialLengthMeasurementsType
"(0022,1012)",SQ,OphthalmicAxialLengthSequence
"(0022,1019)",FL,OphthalmicAxialLength
"(0022,1024)",SQ,LensStatusCodeSequence
"(0022,1025)",SQ,VitreousStatusCodeSequence
"(0022,1028)",SQ,IOLFormulaCodeSequence
"(0022,1029)",LO,IOLFormulaDetail
"(0022,1033)",FL,KeratometerIndex
"(0022,1035)",SQ,SourceOfOphthalmicAxialLengthCodeSequence
"(0022,1036)",SQ,SourceOfCornealSizeDataCodeSequence
"(0022,1037)",FL,TargetRefraction
"(0022,1039)",CS,RefractiveProcedureOccurred
"(0022,1040)",SQ,RefractiveSurgeryTypeCodeSequence
"(0022,1044)",SQ,OphthalmicUltrasoundMethodCodeSequence
"(0022,1045)",SQ,SurgicallyInducedAstigmatismSequence
"(0022,1046)",CS,TypeOfOpticalCorrection
"(0022,1047)",SQ,ToricIOLPowerSequence
"(0022,1048)",SQ,PredictedToricErrorSequence
"(0022,1049)",CS,PreSelectedForImplantation
"(0022,104A)",SQ,ToricIOLPowerForExactEmmetropiaSequence
"(0022,104B)",SQ,ToricIOLPowerForExactTargetRefractionSequence
"(0022,1050)",SQ,OphthalmicAxialLengthMeasurementsSequence
"(0022,1053)",FL,IOLPower
"(0022,1054)",FL,PredictedRefractiveError
"(0022,1059)",FL,OphthalmicAxialLengthVelocity
"(0022,1065)",LO,LensStatusDescription
"(0022,1066)",LO,VitreousStatusDescription
"(0022,1090)",SQ,IOLPowerSequence
"(0022,1092)",SQ,LensConstantSequence
"(0022,1093)",LO,IOLManufacturer
"(0022,1094)",LO,LensConstantDescription
"(0022,1095)",LO,ImplantName
"(0022,1096)",SQ,KeratometryMeasurementTypeCodeSequence
"(0022,1097)",LO,ImplantPartNumber
